School,City,State,Zip,Lat,Lon,Region,Locale,2yr/4yr,Online only?,School size (students),Pubic or Private
DeVry University-Georgia,Decatur,GA,30030,33.775112,-84.297316,5,21.0,1,0.0,838.0,3
Central Georgia Technical College,Warner Robins,GA,31088,32.545341,-83.66765,5,13.0,2,0.0,6331.0,1
DeVry University-Missouri,Kansas City,MO,64131,38.939506,-94.575014,4,11.0,1,0.0,92.0,3
Louisiana Delta Community College,Monroe,LA,71203,32.49637,-92.032664,5,41.0,2,0.0,3054.0,1
DeVry University-North Carolina,Charlotte,NC,28273,35.13766,-80.931971,5,11.0,1,0.0,68.0,3
ECPI University-Charleston,North Charleston,SC,294201603,0.0,0.0,5,,1,,,3
ECPI University-Concord,Charlotte,NC,282621603,0.0,0.0,5,,1,,,3
ECPI University-Culinary Institute of Virginia,Norfolk,VA,235131603,0.0,0.0,5,,1,,,3
ECPI University-Innsbrook,Glen Allen,VA,230601603,0.0,0.0,5,,1,,,3
Vista College-Beaumont,Beaumont,TX,77701,0.0,0.0,6,,2,,,3
United Education Institute-UEI College San Marcos,San Marcos,CA,92069-3587,33.131561,-117.118524,8,21.0,3,0.0,405.0,3
Atlantis University,Miami,FL,33132,25.788978,-80.18942,5,11.0,1,0.0,184.0,3
UEI College-Riverside,Riverside,CA,92507-5344,33.975392,-117.351755,8,11.0,3,0.0,663.0,3
West Coast University-Center for Graduate Studies,Los Angeles,CA,90004,34.081505,-118.29131,8,11.0,1,0.0,,3
Hope College of Arts and Sciences,Pompano Beach,FL,33069-3240,26.226156,-80.139671,5,12.0,2,0.0,158.0,3
Florida International Training Institute,Miami,FL,33122-1707,25.797851,-80.314681,5,21.0,3,0.0,91.0,3
The Healthcare Institute,San Antonio,TX,78201-5035,29.46192,-98.523081,6,11.0,3,0.0,82.0,3
Ross Medical Education Center-Muncie,Muncie,IN,47303-6413,40.23238,-85.390811,3,13.0,2,0.0,77.0,3
Seattle Film Institute,Seattle,WA,98119-1707,47.64894,-122.377121,8,11.0,1,0.0,67.0,3
Huntington University of Health Sciences,Knoxville,TN,37918-8230,36.02788,-83.993531,5,21.0,1,1.0,93.0,3
Pima Medical Institute-Phoenix,Phoenix,AZ,85029-4929,33.608723,-112.118075,6,11.0,2,0.0,547.0,3
Mingo Extended Learning Center,Delbarton,WV,25670-9797,37.677016,-82.176972,5,42.0,3,0.0,34.0,1
Elim Bible Institute and College,Lima,NY,14485-9704,42.909692,-77.615151,2,31.0,2,0.0,106.0,2
Boca Beauty Academy-Parkland,Parkland,FL,33073-4526,26.321755,-80.203872,5,21.0,3,0.0,140.0,3
Concorde Career College-Southaven,Southaven,MS,38671,34.976181,-89.988876,5,21.0,2,0.0,345.0,3
University of Arkansas Community College at Hope - Texarkana,Texarkana,AR,718541467,0.0,0.0,5,,2,,,1
Life Pacific University-Virginia,Christiansburg,VA,24073,0.0,0.0,5,,2,,,2
Denver Seminary - Washington DC,Landover,MD,207852414,0.0,0.0,2,,1,,,2
Baker College of Allen Park,Allen Park,MI,481019600,0.0,0.0,3,,1,,,2
East Georgia State College - Augusta,Augusta,GA,309124562,0.0,0.0,5,,2,,,1
Baker College of Clinton Township,Clinton Township,MI,480359600,0.0,0.0,3,,1,,,2
Saint Anthony College of Nursing - Sauk Valley Community College Campus,Dixon,IL,610219112,0.0,0.0,3,,1,,,2
Purdue University - Purdue Polytechnic South Bend,South Bend,IN,46634,0.0,0.0,3,,1,,,1
Hebrew Union College-Jewish Institute of Religion-Los Angeles,Los Angeles,CA,900073796,0.0,0.0,8,,1,,,2
Purdue University - Purdue Polytechnic Columbus,Columbus,IN,47203,0.0,0.0,3,,1,,,1
Purdue University - Purdue Polytechnic Lafayette,Lafayette,IN,47903,0.0,0.0,3,,1,,,1
Purdue University - Purdue Polytechnic Vincennes,Vincennes,IN,47591,0.0,0.0,3,,1,,,1
Osceola Technical College - St. Cloud Campus,St. Cloud,FL,347696017,0.0,0.0,5,,3,,,1
Florida Career College-Lauderdale Lakes,Lauderdale Lakes,FL,33319-5617,26.16574,-80.205267,5,21.0,2,0.0,787.0,3
Florida Career College-Boynton Beach,Boynton Beach,FL,33426-8205,26.54289,-80.092161,5,21.0,2,0.0,458.0,3
Florida Career College-Orlando,Orlando,FL,32807-3528,28.56052,-81.309471,5,21.0,2,0.0,889.0,3
Learning Bridge Career Institute,Houma,LA,70360-2816,29.598445,-90.74457,5,22.0,3,0.0,102.0,3
Antioch College,Yellow Springs,OH,45387,39.799806,-83.888077,3,31.0,1,0.0,102.0,2
Keiser University - NPR,New Port Richey,FL,346520000,0.0,0.0,5,,1,,,2
Delaware Technical Community College-Owens,Georgetown,DE,19947,0.0,0.0,2,,1,,,1
The Santa Barbara and Ventura Colleges of Law at Santa Barbara,Santa Barbara,CA,93101,34.424542,-119.70516,8,13.0,1,0.0,,2
Northern Career Institute - Willoughby,Willoughby,OH,440943328,0.0,0.0,3,,3,,,1
Indian Capital Technology Center-Sallisaw,Sallisaw,OK,74955,0.0,0.0,6,,3,,,1
Central California School of Continuing Education -,Coalinga,CA,932101901,0.0,0.0,8,,2,,,3
Arizona State University - Cochise,Sierra Vista,AZ,856352317,0.0,0.0,6,,1,,,1
Georgia Military College - Madison,Madison,GA,306501349,0.0,0.0,5,,1,,,1
Georgia Military College - Stone Mountain,Stone Mountain,GA,300833070,0.0,0.0,5,,1,,,1
Georgia Military College - Robins,Warner Robins,GA,310930711,0.0,0.0,5,,1,,,1
Georgia Military College - Valdosta,Valdosta,GA,316057084,0.0,0.0,5,,1,,,1
Georgia Military College - Eastman,Eastman,GA,310236109,0.0,0.0,5,,1,,,1
Indiana Institute of Technology-College of Professional Studies,Fort Wayne,IN,46803,41.076613,-85.115424,3,11.0,1,0.0,4456.0,2
The College of Health Care Professions-South San Antonio,San Antonio,TX,78221-1474,29.356217,-98.524797,6,11.0,2,0.0,143.0,3
Bard College - Brooklyn Public Library,Brooklyn,NY,112385619,0.0,0.0,2,,2,,,2
Bard College - MAT Program CA,Los Angeles,CA,900101757,0.0,0.0,8,,1,,,2
Bard College - Taconic Correctional Facility,Bedford Hill,NY,105072497,0.0,0.0,2,,2,,,2
Bard College - Eastern NY Correctional Facility,Napanoch,NY,124580338,0.0,0.0,2,,1,,,2
Northern Vermont University - Lyndon,Lyndonvile,VT,058510000,0.0,0.0,1,,1,,,1
Bryant & Stratton College-Racine,Mount Pleasant,WI,53406-4375,42.717969,-87.865106,3,22.0,1,0.0,103.0,3
Stanbridge University-Los Angeles,Alhambra,CA,91803-1310,34.080319,-118.14879,8,21.0,2,0.0,28.0,3
Otero Junior College - La Junta High School,La Junta,CO,810503346,0.0,0.0,7,,2,,,1
Toni & Guy Hairdressing Academy-Rio Rancho,Rio Rancho,NM,87124-2575,35.241061,-106.677601,6,21.0,3,0.0,37.0,3
Three Rivers Community College - Corrigan-Radgowski Correctional Cente,Uncasville,CT,063820638,0.0,0.0,1,,3,,,1
Blush School of Makeup,San Francisco,CA,94111-3628,37.794885,-122.399413,8,11.0,3,0.0,16.0,3
University of Saint Katherine,San Marcos,CA,92069,33.151283,-117.196552,8,21.0,1,0.0,187.0,2
Yeshivas Emek Hatorah,Howell,NJ,07731-2444,40.112501,-74.232083,2,21.0,1,0.0,46.0,2
Union Bible College,Westfield,IN,46074-0900,40.038757,-86.126025,3,21.0,1,0.0,56.0,2
Salon Professional Academy of San Antonio,San Antonio,TX,78232-2242,29.59369,-98.47,6,11.0,3,0.0,55.0,3
Stacey James Institute,Parker,CO,80134-3358,39.533193,-104.794689,7,21.0,2,0.0,24.0,3
Arkansas Welding Academy,Jacksonville,AR,72076,34.883474,-92.139911,5,21.0,3,0.0,15.0,3
Christina and Company Education Center,Lafayette,IN,47905-4633,40.414052,-86.815349,3,13.0,3,0.0,4.0,3
Meridian University,Petaluma,CA,94952-3092,38.230878,-122.640029,8,23.0,1,0.0,,3
Yeshiva Chemdas Hatorah,Lakewood,NJ,08701-4618,40.063509,-74.229304,2,21.0,1,0.0,63.0,2
Winonah's International School of Cosmetology,Hoover,AL,35244-7310,33.370224,-86.801546,5,13.0,3,0.0,59.0,3
Neo-Esthetique European Institute,San Juan,PR,00926-0000,18.363811,-66.057521,9,11.0,3,0.0,183.0,3
European Medical School of Massage,Sinking Spring,PA,19608-1680,40.319453,-76.008411,2,21.0,3,0.0,17.0,3
Another Level Barbering and Cosmetology School,Petersburg,VA,23803-3245,37.228645,-77.403817,5,21.0,3,0.0,42.0,3
Brown Beauty Barber School,Bessemer,AL,35020-5016,33.399873,-86.953134,5,21.0,3,0.0,21.0,3
Elite Academy of Hair Design,Bellaire,OH,43906-1544,40.014519,-80.744005,3,23.0,3,0.0,32.0,3
Carolina Career College,Durham,NC,27703-3637,35.880955,-78.851904,5,-3.0,3,0.0,60.0,3
IBS School of Cosmetology and Massage,Kahului,HI,96732-2118,20.892857,-156.462848,8,13.0,2,0.0,60.0,3
Installer Institute,Holly Hill,FL,32117-2220,29.254565,-81.046805,5,21.0,3,0.0,48.0,3
Universal Technical Institute-Bloomfield,Bloomfield,NJ,07003-3002,40.841102,-74.180997,2,21.0,2,0.0,228.0,3
Global Medical & Technical Training Institute,Miami,FL,33125-3562,25.779693,-80.225343,5,11.0,3,0.0,18.0,3
KCK Beauty & Barber Academy,Jacksonville,FL,32118-5578,30.428106,-81.652099,5,11.0,3,0.0,8.0,3
Wright Institute (The) -,Berkeley,CA,947102254,0.0,0.0,8,,1,,,2
New Castle School of Trades - East Liverpool Campus,East Liverpool,OH,439203025,0.0,0.0,3,,3,,,3
National University College-Ponce,Ponce,PR,00716,0.0,0.0,9,,1,,,3
York County Community College - Sanford Instructional Facility,Sanford,ME,040735809,0.0,0.0,1,,2,,,1
Little Priest Tribal College - Ho Chunk Centre,Sioux City,IA,511020600,0.0,0.0,4,,2,,,1
Relay Graduate School of Education - Washington D.C,Washington,DC,20002,0.0,0.0,2,,1,,,2
Arizona State University at The Gila Valley,Thatcher,AZ,855525545,0.0,0.0,6,,1,,,1
Davenport University - Wayne CCCD,Belleville,MI,481111404,0.0,0.0,3,,1,,,2
Purdue University Northwest,Hammond,IN,46323,41.584324,-87.474236,3,21.0,1,0.0,8244.0,1
Great Lakes Truck Driving School,Columbia Station,OH,44028-9074,41.314265,-81.96805,3,41.0,3,0.0,32.0,3
Elite Institute of Cosmetology,Portsmouth,OH,45662-4009,38.745552,-82.994163,3,-3.0,2,0.0,21.0,3
American Barber Academy,Reading,PA,19611-2040,40.32229,-75.930347,2,13.0,3,0.0,44.0,3
Nashville Film Institute,Nashville,TN,37210-4225,36.135712,-86.748045,5,11.0,3,0.0,53.0,3
Harmony Health Care Institute,Merrimack,NH,03054-0000,42.804167,-71.488336,1,22.0,3,0.0,54.0,3
Ann Webb Skin Institute,Austin,TX,78759-3936,30.419687,-97.751895,6,11.0,3,0.0,134.0,3
World Class Academy of Beauty Careers,Tallahassee,FL,32310-6831,30.412845,-84.2909,5,12.0,3,0.0,14.0,3
Peloton College,Arlington,TX,76011-9998,32.758324,-97.092451,6,11.0,3,0.0,70.0,3
Presbyterian Theological Seminary in America,Santa Fe Springs,CA,90670-5647,33.88856,-118.047065,8,21.0,1,0.0,48.0,2
Digital Media Institute at InterTech,Shreveport,LA,71103-3600,32.480613,-93.771686,5,12.0,3,0.0,26.0,2
National American University-Career Point College Teachout Site,San Antonio,TX,78201-6549,29.493372,-98.551158,6,21.0,1,0.0,42.0,3
Fortis College-Cutler Bay,Cutler Bay,FL,33157-7693,25.585653,-80.363995,5,21.0,2,0.0,302.0,3
Career Quest Learning Center-Mt. Pleasant,Mount Pleasant,MI,48858-4427,43.580687,-84.768341,3,32.0,2,0.0,60.0,3
California Institute of Arts & Technology,San Diego,CA,92108-3822,32.770776,-117.134199,8,11.0,2,0.0,526.0,3
Platt College-Anaheim,Anaheim,CA,92806-5949,33.809417,-117.878211,8,11.0,1,0.0,349.0,3
MiraCosta College - San Elijo Campus,Cardiff,CA,920071516,0.0,0.0,8,,1,,,1
Columbia College - Denver,Centennial,CO,801121464,0.0,0.0,7,,1,,,2
Southeastern Louisiana University - St Amant High School,St Amant,LA,707743413,0.0,0.0,5,,1,,,1
Columbia College - Crystal Lake Campus,Crystal Lake,IL,600123709,0.0,0.0,3,,1,,,2
Columbia College - Jefferson City,Jefferson City,MO,651096877,0.0,0.0,4,,1,,,2
Columbia College - Lake Ozark,Osage Beach,MO,650659677,0.0,0.0,4,,1,,,2
Columbia College - Salt Lake,Murray,UT,841075322,0.0,0.0,7,,1,,,2
Columbia College - Freeport,Freeport,IL,610329341,0.0,0.0,3,,1,,,2
Columbia College - Los Alamitos,Los Alamitos,CA,907205177,0.0,0.0,8,,1,,,2
Columbia College - Patrick AFB,Patrick Air Force Base,FL,329252901,0.0,0.0,5,,1,,,2
Columbia College - Fort Stewart,Ft. Stewart,GA,313145056,0.0,0.0,5,,1,,,2
Columbia College - Hancock Field,Syracuse,NY,132112100,0.0,0.0,2,,1,,,2
Columbia College -  Jacksonville,Jacksonville,FL,322166010,0.0,0.0,5,,1,,,2
Columbia College - Fort Sill,Fort Sill,OK,735039009,0.0,0.0,6,,1,,,2
University of Oklahoma - Ft. Benning GA - AP,Ft Benning,GA,319055593,0.0,0.0,5,,1,,,1
Columbia College - Mesquite,Dallas,TX,75217,0.0,0.0,6,,1,,,2
ECPI University - College of Nursing - Orlando,Lake Mary,FL,327462197,0.0,0.0,5,,1,,,3
Relay Graduate School of Education - Denver,Denver,CO,802112534,0.0,0.0,7,,1,,,2
Kor Beauty Academy,Peoria,AZ,85382-4958,33.634726,-112.220934,6,21.0,3,0.0,14.0,3
Mechon L'hoyroa,Monsey,NY,10952-2710,41.117029,-74.058177,2,21.0,1,0.0,45.0,2
Allgood Beauty Institute,Frisco,TX,75033-4112,33.15731,-96.804131,6,21.0,3,0.0,8.0,3
Cincinnati School of Barbering & Hair Design Inc,Cincinnati,OH,45239,39.206754,-84.582563,3,21.0,2,0.0,35.0,3
Bull City Durham Beauty and Barber College,Durham,NC,27701,35.991746,-78.920059,5,11.0,3,0.0,8.0,3
Empire Beauty School-Lakeland,Lakeland,FL,33809-0514,28.108318,-81.973025,5,12.0,3,0.0,77.0,3
Johnny Matthew's Hairdressing Training School,Salem,OR,97301,44.941812,-123.038361,8,12.0,3,0.0,65.0,3
Totally Cosmo School of Modern Cosmetology,Broken Bow,OK,74728,34.027834,-94.738026,6,33.0,3,0.0,25.0,3
Career Academy of Hair Design - Fort Smith,Fort Smith,AR,729017814,0.0,0.0,5,,3,,,3
San Joaquin Valley College - Madera,Madera,CA,936378724,0.0,0.0,8,,3,,,3
Bellarmine University - Oldham County,Crestwood,KY,400149531,0.0,0.0,5,,1,,,2
Relay Graduate School of Education - Chicago,Chicago,IL,606324906,0.0,0.0,3,,1,,,2
Relay Graduate School of Education - Nashville,Nashville,TN,372075155,0.0,0.0,5,,1,,,2
Relay Graduate School of Education - Delaware,Wilmington,DE,19801,0.0,0.0,2,,1,,,2
University of Wisconsin-Milwaukee Flex,Milwaukee,WI,53201,43.076848,-87.880488,3,11.0,1,1.0,538.0,1
Ross College-Canton,Canton,OH,44718-3674,40.844938,-81.429021,3,-3.0,2,0.0,225.0,3
Baldy View Regional Occupational Program,Ontario,CA,91764-5500,34.046457,-117.636712,8,12.0,3,0.0,26.0,1
ZMS,Los Angeles,CA,90033-4231,34.11177,-118.188958,8,11.0,3,0.0,115.0,3
Professional Academy of Cosmetology,Norristown,PA,19401-0000,40.114113,-75.332974,2,21.0,3,0.0,5.0,3
HVAC Technical Institute,Chicago,IL,60632-4457,41.809897,-87.733452,3,11.0,3,0.0,118.0,3
California Jazz Conservatory,Berkeley,CA,94704-1268,37.871235,-122.268878,8,12.0,1,0.0,54.0,2
Academy of Interactive Entertainment,Lafayette,LA,70506-4293,30.220037,-92.043315,5,12.0,2,0.0,64.0,2
Pima Medical Institute-Dillon,Dillon,MT,59725,45.208156,-112.641211,7,33.0,2,0.0,43.0,3
Academy of Cosmetology and Esthetics,Nevada,MO,64772-2805,37.8375,-94.375701,4,33.0,3,0.0,28.0,3
MKG Beauty & Business,Cranston,RI,02920-4358,41.78608,-71.472161,1,21.0,3,0.0,117.0,3
San Francisco Film School,San Francisco,CA,94104-2835,37.791643,-122.401124,8,11.0,2,0.0,45.0,3
Sandra Academy of Salon Services Inc,New Tazewell,TN,37825-7239,36.444823,-83.586525,5,32.0,3,0.0,87.0,3
VH Barber & Styling Academy,Bossier City,LA,71111-4409,32.515941,-93.734012,5,13.0,3,0.0,27.0,3
Hair Academy School of Barbering & Beauty,Newark,DE,19713-2305,39.658272,-75.739161,2,21.0,3,0.0,26.0,3
International Beauty Education Center,Airway Heights,WA,99001-0000,47.643215,-117.58908,8,21.0,3,0.0,32.0,3
Barber Tech Academy,Orangeburg,SC,29115-6069,33.49178,-80.859841,5,32.0,3,0.0,47.0,3
CAAN Academy of Nursing,Matteson,IL,60443-3821,41.505272,-87.731726,3,21.0,3,0.0,59.0,2
DeHart Technical School,Modesto,CA,95356-9292,37.71339,-120.997781,8,21.0,3,0.0,65.0,3
American Institute of Alternative Medicine,East Brunswick,NJ,08816,40.438155,-74.392845,2,21.0,3,0.0,35.0,3
Chamberlain University-Nevada,Las Vegas,NV,89144-6595,36.185176,-115.313525,8,11.0,1,0.0,310.0,3
Tulsa Welding School-Houston,Houston,TX,77060-2100,29.950897,-95.413192,6,11.0,3,0.0,1418.0,3
Hussian College-Studio School Los Angeles,Los Angeles,CA,90017-2019,34.054877,-118.26069,8,11.0,1,0.0,167.0,3
Aveda Institute Portland-Vancouver Campus,Vancouver,WA,98661-7264,45.643767,-122.603849,8,12.0,3,0.0,121.0,3
Ross Medical Education Center-Elyria,Elyria,OH,44035-2885,41.386445,-82.105702,3,13.0,3,0.0,134.0,3
House of Heavilin Beauty College-Academy of Beauty Professionals,Madison,WI,53719-1111,43.05541,-89.490781,3,11.0,3,0.0,27.0,3
Latin Beauty Academy,greenacres,FL,33415-6104,26.64951,-80.143681,5,21.0,3,0.0,134.0,3
International Hair and Barber Academy,Boca Raton,FL,33433-3443,26.351147,-80.154998,5,-3.0,3,0.0,36.0,3
Emory University-Oxford College,Oxford,GA,30054,33.6191,-83.871141,5,21.0,2,0.0,992.0,2
National Personal Training Institute-Tampa,Tampa,FL,33634,28.02675,-82.528321,5,21.0,3,0.0,36.0,3
Image Maker Beauty Institute,Hendersonville,TN,37075-4488,36.304927,-86.601706,5,21.0,3,0.0,24.0,3
B-Unique Beauty and Barber Academy,Greenville,SC,29607-2314,34.844106,-82.365104,5,13.0,3,0.0,23.0,3
Alhambra Medical University,Alhambra,CA,91803,34.080181,-118.148684,8,21.0,1,0.0,55.0,3
The Santa Barbara and Ventura Colleges of Law at Ventura,Ventura,CA,93003,34.25747,-119.232988,8,12.0,1,0.0,,2
Paul Mitchell the School-Nampa,Nampa,ID,83687-0000,43.613794,-116.594823,7,41.0,3,0.0,117.0,3
International Diving Institute,North Charleston,SC,29405-2206,32.858809,-79.959192,5,12.0,3,0.0,91.0,3
Lebanon College of Cosmetology,Lebanon,MO,65536-3800,37.70169,-92.667311,4,33.0,3,0.0,12.0,3
Arizona College-Las Vegas,Las Vegas,NV,89102-4512,36.1456,-115.171331,8,11.0,1,0.0,500.0,3
Texas College of Cosmetology-Lubbock,Lubbock,TX,79414-2532,33.561435,-101.924031,6,11.0,3,0.0,71.0,3
Wade Gordon Hairdressing Academy-Lubbock,Lubbock,TX,79423-2125,33.524818,-101.869638,6,11.0,3,0.0,58.0,3
All Beauty College,Lake Havasu City,AZ,86403-2974,34.49606,-114.338235,6,13.0,3,0.0,16.0,3
Aviation Institute of Maintenance,Freemont,CA,94539,37.468594,-121.92135,8,11.0,2,0.0,238.0,3
AMG School of Licensed Practical Nursing,Brooklyn,NY,11201-1728,40.692794,-73.982035,2,11.0,3,0.0,230.0,3
Theological Seminary of the Reformed Episcopal Church,Blue Bell,PA,19422-1257,40.168935,-75.290124,2,21.0,1,0.0,,2
Fortis College-Cuyahoga Falls,Cuyahoga Falls,OH,44221,41.143856,-81.470433,3,21.0,2,0.0,500.0,3
Southern Regional Technical College,Thomasville,GA,31792,30.863799,-83.9514,5,32.0,2,0.0,2857.0,1
Purdue University Global-Milwaukee,Milwaukee,WI,53203-2303,43.038608,-87.913354,3,11.0,1,0.0,232.0,1
Vista College - College Station,College Station,TX,778405107,0.0,0.0,6,,2,,,3
CCI Training Center,Dallas,TX,75231,0.0,0.0,6,,3,,,3
Catholic Distance University,Charles Town,WV,25414,39.28763,-77.860321,5,31.0,1,1.0,71.0,2
Ross Medical Education Center-Johnson City,Johnson City,TN,37601-1526,36.35971,-82.383171,5,13.0,3,0.0,98.0,3
Paul Mitchell the School-Lombard,Lombard,IL,60148,41.839535,-88.008159,3,21.0,3,0.0,126.0,3
High Desert Medical College,Salinas,CA,93901-3301,34.676095,-118.14441,8,21.0,2,0.0,640.0,3
Total Transformation Institute of Cosmetology,San Marcos,TX,78666-8115,29.882696,-97.920002,6,23.0,3,0.0,35.0,3
Access Careers,Hempstead,NY,11550-0000,40.709502,-73.61531,2,21.0,3,0.0,44.0,3
Networks Barber College,Calumet City,IL,60409,41.621587,-87.539813,3,21.0,3,0.0,44.0,3
Bos-Man's Barber College,Shreveport,LA,71108,32.442955,-93.782849,5,12.0,3,0.0,40.0,3
Alabama College of Osteopathic Medicine,Dothan,AL,36303-2251,31.206294,-85.340805,5,41.0,1,0.0,,2
Virginia Polytechnic Institute & State University,Roanoke,VA,24016-4950,37.257489,-79.942599,5,13.0,1,0.0,,1
Branford Hall Career Institute-Amityville,Amityville,NY,11701-2244,40.704206,-73.427979,2,21.0,3,0.0,129.0,3
Delta College of Arts & Technology-Lafayette Campus,Lafayette,LA,70508,30.158184,-92.041847,5,12.0,3,0.0,123.0,3
Electrical Training Center,Copiague,NY,11726,40.680471,-73.404943,2,21.0,3,0.0,187.0,3
Bay Area Medical Academy,San Francisco,CA,94108-3623,37.790775,-122.406318,8,11.0,3,0.0,152.0,3
Alexander Paul Institute of Hair Design,Greenville,NC,27858-3344,35.604962,-77.371696,5,13.0,3,0.0,33.0,3
New Horizons Medical Institute,Norcross,GA,30071,33.91497,-84.207371,5,21.0,2,0.0,114.0,3
Paul Mitchell the School-Ardmore,Ardmore,OK,73401-3912,34.181867,-97.144647,6,33.0,3,0.0,27.0,3
Paul Mitchell the School-Lansing,Lansing,MI,48912-4686,42.73455,-84.508781,3,-3.0,3,0.0,44.0,3
Barber Institute of Texas,Longview,TX,75602-3456,32.46297,-94.732635,6,13.0,3,0.0,6.0,3
First Coast Barber Academy,Jacksonville,FL,32202,30.33211,-81.660201,5,11.0,3,0.0,50.0,3
Lee Professional Institute,Fort Myers,FL,33916-9320,26.60411,-81.851331,5,13.0,3,0.0,14.0,3
Universidad Ana G. Mendez-Online Campus,San Juan,PR,00926,18.385012,-66.065438,9,11.0,1,1.0,,2
San Diego State University-Imperial Valley Campus,Calexico,CA,92231,0.0,0.0,8,,1,,,1
University of Phoenix-Florida,Orlando,FL,32819,28.445605,-81.419552,5,21.0,1,0.0,222.0,3
BridgeValley Community & Technical College,South  Charleston,WV,25136,38.353846,-81.6983,5,22.0,2,0.0,1667.0,1
University of North Texas at Dallas,Dallas,TX,75241,32.659588,-96.803446,6,11.0,1,0.0,2945.0,1
Coastal Pines Technical College,Waycross,GA,31503,31.212781,-82.3821,5,33.0,2,0.0,1639.0,1
Hollywood Institute of Beauty Careers-Casselberry,Casselberry,FL,32707-7103,28.633003,-81.321511,5,21.0,3,0.0,317.0,3
Paul Mitchell the School-Toledo,Sylvania,OH,43560-2539,41.706636,-83.668124,3,21.0,3,0.0,165.0,3
Coachella Valley Beauty College-Hemet,Hemet,CA,92545,33.745675,-117.010783,8,22.0,3,0.0,73.0,3
Aparicio-Levy Technical College,Tampa,FL,33610,27.990625,-82.332285,5,21.0,3,0.0,51.0,1
Marymount University - Waterfront Campus,San Pedro,CA,907313316,0.0,0.0,8,,1,,,2
University of Phoenix-Michigan,Southfield,MI,48076,42.482261,-83.242621,3,13.0,1,0.0,47.0,3
University of Phoenix-Virginia,Virginia Beach,VA,23462,37.64257,-77.563516,5,21.0,1,0.0,75.0,3
West Coast University-Miami,Doral,FL,33178-2431,25.81071,-80.347651,5,21.0,1,0.0,854.0,3
CEM College-Mayaguez,Mayaguez,PR,00680-0000,18.199097,-67.146379,9,13.0,1,0.0,233.0,3
University of West Los Angeles,Inglewood,CA,90301,33.947341,-118.36957,8,21.0,1,0.0,5.0,3
San Joaquin Valley College - Fresno,Fresno,CA,937103616,0.0,0.0,8,,2,,,3
San Joaquin Valley College - Temecula,Temecula,CA,925903616,0.0,0.0,8,,2,,,3
San Joaquin Valley College - Modesto,Salida,CA,953683616,0.0,0.0,8,,2,,,3
Milan Institute-Las Vegas,Las Vegas,NV,89106-4031,36.16159,-115.170333,8,11.0,3,0.0,267.0,3
Finger Lakes Health College of Nursing & Health Sciences,Geneva,NY,14456-1651,42.876429,-76.987844,2,32.0,2,0.0,130.0,2
Annenberg School of Nursing,Reseda,CA,91335-5426,34.200825,-118.553851,8,11.0,3,0.0,11.0,2
Christine Valmy International School of Esthetics & Cosmetology,Pine Brook,NJ,07058-9589,40.868977,-74.358331,2,21.0,3,0.0,116.0,3
Chamberlain University-Georgia,Atlanta,GA,30342-1501,33.911943,-84.351949,5,12.0,1,0.0,1068.0,3
Yeshiva Gedolah Zichron Leyma,Union,NJ,07083-3618,40.6992,-74.268351,2,21.0,1,0.0,23.0,2
The Barber School,Midvale,UT,84047-3723,40.621415,-111.891446,7,21.0,3,0.0,149.0,3
Rocky Mountain University of Health Professions,Provo,UT,84606,40.211724,-111.656188,7,12.0,1,0.0,,3
Alexander Academy,Lunenburg,MA,01462-0000,42.587705,-71.769406,1,22.0,3,0.0,61.0,3
Futura Career Institute,Hialeah,FL,33012-3325,25.863128,-80.306991,5,21.0,3,0.0,145.0,3
Palmetto Beauty School,Spartanburg,SC,29307-1424,34.978606,-81.870867,5,13.0,3,0.0,27.0,3
CUNY Stella and Charles Guttman Community College,New York,NY,10018-2602,40.75281,-73.984131,2,11.0,2,0.0,941.0,1
University Academy of Hair Design,Tuscaloosa,AL,35401-5621,33.19105,-87.559744,5,12.0,3,0.0,28.0,3
Tomorrow's Image Barber And Beauty Academy of Virginia,Newport News,VA,23608-5532,37.133072,-76.529229,5,12.0,3,0.0,14.0,3
Criswell College,Dallas,TX,75246-1537,32.793513,-96.77669,6,11.0,1,0.0,178.0,2
Medical Allied Career Center,Santa Fe Springs,CA,90670-4710,33.91871,-118.062402,8,21.0,3,0.0,78.0,3
Beverly Hills Design Institute,Beverly Hills,CA,90211,34.06463,-118.375621,8,21.0,1,0.0,9.0,3
UCAS Univeristy of Cosmetology Arts & Sciences-La Joya,La Joya,TX,78560-4018,26.24605,-98.468021,6,21.0,3,0.0,60.0,3
Aesthetic Science Institute,Latham,NY,12110-1095,42.76194,-73.794947,2,21.0,3,0.0,54.0,3
Mitsu Sato Hair Academy,Overland Park,KS,66212-1457,38.964694,-94.670149,4,12.0,3,0.0,32.0,3
Columbia College,Centreville,VA,20121,38.838042,-77.434496,5,21.0,2,0.0,144.0,3
SAE Institute of Technology-Atlanta,Atlanta,GA,30303-1736,33.75993,-84.38696,5,11.0,2,0.0,726.0,3
South University-Cleveland,Warrensville Heights,OH,44128,41.431412,-81.496974,3,21.0,1,0.0,72.0,3
Colorado State University-Global Campus,Aurora,CO,80011-0000,39.608848,-104.898051,7,21.0,1,1.0,7671.0,1
Ogle School Hair Skin Nails-San Antonio,San Antonio,TX,78216,29.518311,-98.503686,6,11.0,3,0.0,285.0,3
