School,City,State,Zip,Lat,Lon,Region,Locale,2yr/4yr,Online only?,School size (students),Pubic or Private
Exposito School of Hair Design,Amarillo,TX,79109-3208,35.183578,-101.881271,6,12.0,3,0.0,37.0,3
Covenant School of Nursing and Allied Health,Lubbock,TX,79407,33.5757,-101.937872,6,11.0,2,0.0,350.0,2
University of Houston-Downtown,Houston,TX,77002-1014,29.7661,-95.359338,6,11.0,1,0.0,12572.0,1
University of Houston-Victoria,Victoria,TX,77901,28.816248,-96.976334,6,13.0,1,0.0,3190.0,1
Howard Payne University,Brownwood,TX,76801-2794,31.716467,-98.985204,6,33.0,1,0.0,895.0,2
Huston-Tillotson University,Austin,TX,78702-2795,30.264667,-97.721691,6,11.0,1,0.0,1084.0,2
International Business College-El Paso,El Paso,TX,79907,31.716262,-106.308602,6,11.0,2,0.0,105.0,3
Texas A & M University-Kingsville,Kingsville,TX,78363,27.525168,-97.882387,6,32.0,1,0.0,5811.0,1
Aviation Institute of Maintenance-Houston,Houston,TX,77061,29.65852,-95.28262,6,11.0,2,0.0,313.0,3
Southwest School of Business and Technical Careers-San Antonio,San Antonio,TX,78221-0138,29.357965,-98.49583,6,11.0,3,0.0,39.0,3
Tint School of Makeup and Cosmetology-Irving,Irving,TX,75061-4235,32.829511,-96.983082,6,12.0,3,0.0,135.0,3
The University of Texas at Austin,Austin,TX,78705,30.282825,-97.738273,6,11.0,1,0.0,40329.0,1
Saint Edward's University,Austin,TX,78704-6489,30.229618,-97.754998,6,11.0,1,0.0,3757.0,2
Lone Star College System,The Woodlands,TX,77381-4399,30.18737,-95.488103,6,13.0,2,0.0,59074.0,1
The University of Texas at Tyler,Tyler,TX,75799-6699,32.315772,-95.254337,6,12.0,1,0.0,6732.0,1
Southwestern Adventist University,Keene,TX,76059,32.397617,-97.32702,6,31.0,1,0.0,755.0,2
Northeast Texas Community College,Mount Pleasant,TX,75455,33.104931,-94.881855,6,42.0,2,0.0,1978.0,1
The University of Texas of the Permian Basin,Odessa,TX,79762-0001,31.889509,-102.329634,6,12.0,1,0.0,3558.0,1
Seguin Beauty School-Seguin,Seguin,TX,78155,29.569142,-97.96436,6,31.0,3,0.0,22.0,3
Ogle School Hair Skin Nails-Ft Worth,Fort Worth,TX,76132-3638,32.681742,-97.417657,6,11.0,3,0.0,279.0,3
Texas Tech University,Lubbock,TX,79409-5005,33.583448,-101.874783,6,11.0,1,0.0,30795.0,1
Western Texas College,Snyder,TX,79549,32.678458,-100.914945,6,33.0,2,0.0,750.0,1
Norwich University,Northfield,VT,05663-1035,44.140237,-72.659783,1,32.0,1,0.0,3120.0,2
SIT Graduate Institute,Brattleboro,VT,05302-0676,42.891035,-72.56738,1,41.0,1,0.0,,2
Tyler Junior College,Tyler,TX,75701,32.33601,-95.284122,6,12.0,1,0.0,9491.0,1
Sterling College,Craftsbury Common,VT,05827-0072,44.65225,-72.382372,1,43.0,1,0.0,107.0,2
UCAS University of Cosemtology Arts & Sciences-McAllen,McAllen,TX,78504,26.279439,-98.21787,6,12.0,3,0.0,156.0,3
Barstow Community College,Barstow,CA,92311,34.870285,-117.023412,8,32.0,2,0.0,2721.0,1
Allan Hancock College,Santa Maria,CA,93454-6399,34.943716,-120.421144,8,12.0,2,0.0,9045.0,1
University of Arkansas-Pulaski Technical College,North Little Rock,AR,72118-3347,34.782783,-92.299184,5,13.0,2,0.0,3705.0,1
American Beauty College,West Covina,CA,91790,34.069367,-117.936959,8,21.0,3,0.0,129.0,3
Cabrillo College,Aptos,CA,95003,36.989448,-121.924797,8,22.0,2,0.0,10164.0,1
California Baptist University,Riverside,CA,92504-3297,33.929321,-117.425619,8,11.0,1,0.0,7811.0,2
Clovis Adult Education,Clovis,CA,93611,36.834459,-119.690369,8,21.0,3,0.0,752.0,1
California Institute of Technology,Pasadena,CA,91125,34.137349,-118.125878,8,12.0,1,0.0,948.0,2
CET-San Jose,San Jose,CA,95110,37.322723,-121.88698,8,11.0,3,0.0,248.0,2
Cogswell College,San Jose,CA,95134,37.414049,-121.94087,8,11.0,1,0.0,589.0,3
CET-Colton,Colton,CA,92324,34.077381,-117.353488,8,21.0,3,0.0,154.0,2
University of California-Santa Cruz,Santa Cruz,CA,95064-1011,36.995584,-122.058801,8,13.0,1,0.0,17792.0,1
Crafton Hills College,Yucaipa,CA,92339-1799,34.039178,-117.101173,8,41.0,2,0.0,5661.0,1
San Diego Christian College,Santee,CA,92071,32.842404,-116.978112,8,21.0,1,0.0,448.0,2
Church Divinity School of the Pacific,Berkeley,CA,94709-1211,37.876184,-122.261122,8,12.0,1,0.0,,2
Canada College,Redwood City,CA,94061-1099,37.44877,-122.265398,8,21.0,2,0.0,4867.0,1
College of the Canyons,Santa Clarita,CA,91355-1899,34.403993,-118.568698,8,21.0,2,0.0,18649.0,1
Diablo Valley College,Pleasant Hill,CA,94523,37.968516,-122.073142,8,21.0,2,0.0,18327.0,1
Life Pacific University,San Dimas,CA,91773-3298,34.098705,-117.829388,8,21.0,1,0.0,504.0,2
Moorpark College,Moorpark,CA,93021-1695,34.301146,-118.834528,8,22.0,2,0.0,13282.0,1
The Master's University and Seminary,Santa Clarita,CA,91321-1200,34.381755,-118.518193,8,21.0,1,0.0,1185.0,2
Los Angeles Mission College,Sylmar,CA,91342-3200,34.314668,-118.4195,8,11.0,2,0.0,8496.0,1
Palomar College,San Marcos,CA,92069-1487,33.149483,-117.183978,8,21.0,2,0.0,21162.0,1
Dongguk University-Los Angeles,Los Angeles,CA,90020-1704,34.06597,-118.289523,8,11.0,1,0.0,0.0,2
Pasadena City College,Pasadena,CA,91106-2003,34.144552,-118.118196,8,12.0,2,0.0,24838.0,1
Pitzer College,Claremont,CA,91711-6101,34.104107,-117.706675,8,21.0,1,0.0,1072.0,2
Santa Barbara Business College-Bakersfield,Bakersfield,CA,93309,35.359544,-119.061264,8,11.0,1,0.0,272.0,3
Oxnard College,Oxnard,CA,93033-6699,34.166104,-119.157604,8,12.0,2,0.0,6770.0,1
Colorado Mountain College,Glenwood Springs,CO,81601-0233,39.54636,-107.324441,7,33.0,1,0.0,3250.0,1
University of New Haven,West Haven,CT,06516-1916,41.291314,-72.961472,1,21.0,1,0.0,5041.0,2
Lincoln Technical Institute-East Windsor,East Windsor,CT,06088,41.924248,-72.596915,1,41.0,2,0.0,913.0,3
Morgan Community College,Fort  Morgan,CO,80701,40.258792,-103.771822,7,33.0,2,0.0,645.0,1
Empire Beauty School-Thornton,Thornton,CO,80233,39.915253,-104.94357,7,21.0,3,0.0,101.0,3
Western Colorado University,Gunnison,CO,81231,38.549936,-106.919132,7,33.0,1,0.0,1940.0,1
Nazarene Bible College,Colorado Springs,CO,80920,38.816515,-104.752506,7,11.0,1,0.0,555.0,2
Capital Community College,Hartford,CT,06103,41.768397,-72.672734,1,12.0,2,0.0,2966.0,1
Asnuntuck Community College,Enfield,CT,06082,41.998409,-72.570177,1,21.0,2,0.0,1479.0,1
Florida Institute of Technology,Melbourne,FL,32901-6975,28.065815,-80.622893,5,13.0,1,0.0,3411.0,2
Miami Dade College,Miami,FL,33132-2204,25.777717,-80.190856,5,11.0,1,0.0,49443.0,1
Ringling College of Art and Design,Sarasota,FL,34234-5895,27.360931,-82.547803,5,13.0,1,0.0,1559.0,2
Fort Myers Technical College,Fort Myers,FL,33916-2204,26.647517,-81.836596,5,13.0,2,0.0,1092.0,1
Lindsey Hopkins Technical College,Miami,FL,33127,25.794676,-80.208154,5,11.0,2,0.0,783.0,1
Loraines Academy & Spa,Saint Petersburg,FL,33710,27.783077,-82.713964,5,11.0,3,0.0,88.0,3
Luther Rice College & Seminary,Lithonia,GA,30038-9869,33.698126,-84.123179,5,21.0,1,0.0,293.0,2
George Stone Technical College,Pensacola,FL,32526-8922,30.487547,-87.290659,5,21.0,2,0.0,595.0,1
Interactive College of Technology-Morrow,Morrow,GA,30260,33.57233,-84.336098,5,21.0,2,0.0,64.0,3
Clayton  State University,Morrow,GA,30260-0285,33.594079,-84.328174,5,21.0,1,0.0,5630.0,1
Andrew College,Cuthbert,GA,39840-5550,31.772321,-84.795021,5,32.0,1,0.0,292.0,2
Valencia College,Orlando,FL,32835,28.520898,-81.471466,5,11.0,1,0.0,38107.0,1
Saint Johns River State College,Palatka,FL,32177,29.647516,-81.681387,5,32.0,1,0.0,4677.0,1
Florida Panhandle Technical College,Chipley,FL,32428-1618,30.77449,-85.553345,5,32.0,2,0.0,317.0,1
Clark Atlanta University,Atlanta,GA,30314-4391,33.747628,-84.412584,5,11.0,1,0.0,3320.0,2
Southeastern University,Lakeland,FL,33801-6034,28.029733,-81.918382,5,12.0,1,0.0,5570.0,2
East Georgia State College,Swainsboro,GA,30401,32.594944,-82.309021,5,33.0,1,0.0,2502.0,1
Withlacoochee Technical College,Inverness,FL,34450-4696,28.834861,-82.345563,5,23.0,2,0.0,65.0,1
Georgia Southwestern State University,Americus,GA,31709-4693,32.054662,-84.217738,5,32.0,1,0.0,2231.0,1
Chattahoochee Technical College,Marietta,GA,30060,33.929092,-84.553722,5,21.0,2,0.0,8442.0,1
The College of Idaho,Caldwell,ID,83605-4432,43.652284,-116.677992,7,22.0,1,0.0,939.0,2
Chicago Theological Seminary,Chicago,IL,60637,41.785701,-87.591178,3,11.0,1,0.0,,2
Aveda Institute-Twin Falls,Twin Falls,ID,83301,42.593567,-114.461545,7,33.0,2,0.0,58.0,3
City Colleges of Chicago-Kennedy-King College,Chicago,IL,60621-2709,41.780253,-87.643425,3,11.0,2,0.0,1965.0,1
Blessing Rieman College of Nursing and Health Sciences,Quincy,IL,62305-7005,39.936549,-91.399045,3,33.0,1,0.0,192.0,2
Northwest Nazarene University,Nampa,ID,83686-5897,43.562411,-116.565783,7,22.0,1,0.0,1268.0,2
Concordia University-Chicago,River Forest,IL,60305-1499,41.898696,-87.809482,3,21.0,1,0.0,1463.0,2
Hebrew Theological College,Skokie,IL,60077,42.010103,-87.760874,3,13.0,1,0.0,87.0,2
Highland Community College,Freeport,IL,61032-9341,42.283344,-89.67342,3,32.0,2,0.0,1210.0,1
Prairie State College,Chicago Heights,IL,60411-8226,41.525316,-87.638943,3,21.0,2,0.0,3302.0,1
The John Marshall Law School,Chicago,IL,60604,41.877966,-87.628567,3,11.0,1,0.0,,2
Roosevelt University,Chicago,IL,60605-1394,41.876055,-87.624952,3,11.0,1,0.0,2377.0,2
Educators of Beauty College of Cosmetology-Sterling,Sterling,IL,61081-3611,41.788581,-89.692522,3,32.0,3,0.0,36.0,3
Southern Illinois University-Edwardsville,Edwardsville,IL,62026-1259,38.793949,-89.997779,3,21.0,1,0.0,10786.0,1
University of Illinois at Springfield,Springfield,IL,62703-5407,39.729524,-89.616796,3,12.0,1,0.0,2704.0,1
Trinity International University-Illinois,Deerfield,IL,60015-1283,42.197945,-87.880851,3,21.0,1,0.0,699.0,2
University of Evansville,Evansville,IN,47722,37.971549,-87.531644,3,12.0,1,0.0,2018.0,2
Franklin College,Franklin,IN,46131-2623,39.478298,-86.047182,3,21.0,1,0.0,925.0,2
Indiana Wesleyan University-Marion,Marion,IN,46953-4974,40.517937,-85.667503,3,32.0,1,0.0,2647.0,2
Indiana State University,Terre Haute,IN,47809,39.469073,-87.407846,3,13.0,1,0.0,10348.0,1
Coe College,Cedar Rapids,IA,52402-5092,41.988263,-91.658192,4,12.0,1,0.0,1369.0,2
West Michigan College of Barbering and Beauty,Kalamazoo,MI,49008,42.259329,-85.590244,3,13.0,2,0.0,43.0,3
Trine University,Angola,IN,46703-1764,41.632502,-85.008009,3,32.0,1,0.0,2059.0,2
Vincennes University,Vincennes,IN,47591,38.687766,-87.519939,3,33.0,1,0.0,6282.0,1
Eastern Iowa Community College District,Davenport,IA,52801-1221,41.522179,-90.574459,4,12.0,2,0.0,2960.0,1
Grinnell College,Grinnell,IA,50112-1690,41.747952,-92.722094,4,33.0,1,0.0,1683.0,2
International Business College-Indianapolis,Indianapolis,IN,46256-3954,39.885628,-86.041648,3,11.0,2,0.0,327.0,3
Taylor Institute of Cosmetology,Knox,IN,46534,41.287712,-86.618158,3,32.0,3,0.0,38.0,3
Tricoci University of Beauty Culture-Lafayette,Lafayette,IN,47901,40.419818,-86.887007,3,13.0,3,0.0,104.0,3
Hamilton Technical College,Davenport,IA,52807,41.573888,-90.560088,4,12.0,1,0.0,134.0,3
Mercy College of Health Sciences,Des Moines,IA,50309-1239,41.594559,-93.626238,4,12.0,1,0.0,724.0,2
Morningside College,Sioux City,IA,51106-1751,42.473891,-96.359464,4,13.0,1,0.0,1240.0,2
Cloud County Community College,Concordia,KS,66901-1002,39.554199,-97.664147,4,41.0,2,0.0,1028.0,1
Palmer College of Chiropractic,Davenport,IA,52803-5287,41.529021,-90.574607,4,12.0,1,0.0,24.0,2
Barton County Community College,Great Bend,KS,67530,38.403529,-98.731648,4,41.0,2,0.0,2178.0,1
Kirkwood Community College,Cedar Rapids,IA,52406-2068,41.911268,-91.651172,4,12.0,2,0.0,8772.0,1
La James International College-Johnston,Johnston,IA,50131,41.661015,-93.738577,4,21.0,2,0.0,56.0,3
Savannah College of Art and Design,Savannah,GA,31402-3146,32.072963,-81.093849,5,12.0,1,0.0,11363.0,2
Georgia College & State University,Milledgeville,GA,31061,33.082787,-83.231962,5,32.0,1,0.0,5834.0,1
Truett McConnell University,Cleveland,GA,30528,34.596306,-83.748911,5,32.0,1,0.0,830.0,2
Miami Ad School-Atlanta,Atlanta,GA,30309,33.812116,-84.396182,5,11.0,2,0.0,45.0,3
Carrington College-Boise,Boise,ID,83704-8742,43.615295,-116.260675,7,12.0,2,0.0,428.0,3
LaGrange College,Lagrange,GA,30240-2999,33.038564,-85.043113,5,32.0,1,0.0,858.0,2
Young Harris College,Young Harris,GA,30582,34.933523,-83.84587,5,43.0,1,0.0,990.0,2
Tricoci University of Beauty Culture-Urbana,Urbana,IL,61801,40.117729,-88.205988,3,13.0,3,0.0,84.0,3
Elgin Community College,Elgin,IL,60123-7193,42.018066,-88.32194,3,12.0,2,0.0,7547.0,1
City Colleges of Chicago-Harry S Truman College,Chicago,IL,60640-6063,41.964502,-87.659107,3,11.0,2,0.0,2884.0,1
Eureka College,Eureka,IL,61530,40.71482,-89.269624,3,31.0,1,0.0,557.0,2
Cameo Beauty Academy,Oak Lawn,IL,60453,41.716051,-87.740894,3,21.0,3,0.0,82.0,3
Cannella School of Hair Design-Chicago,Chicago,IL,60632-2549,41.815763,-87.701198,3,11.0,3,0.0,60.0,3
American Academy of Art,Chicago,IL,60604-4302,41.87742,-87.624788,3,11.0,1,0.0,242.0,2
American Islamic College,Chicago,IL,60613,41.954969,-87.646898,3,11.0,1,0.0,9.0,2
Columbia College Chicago,Chicago,IL,60605-1996,41.874261,-87.624667,3,11.0,1,0.0,6496.0,2
Graham Hospital School of Nursing,Canton,IL,61520-2497,40.552962,-90.038776,3,32.0,2,0.0,39.0,2
Augustana College,Rock Island,IL,61201-2296,41.502365,-90.55057,3,13.0,1,0.0,2529.0,2
Hair Professionals Career College,Sycamore,IL,60178,41.962221,-88.718145,3,23.0,3,0.0,37.0,3
Danville Area Community College,Danville,IL,61832-5118,40.127539,-87.587884,3,13.0,2,0.0,1560.0,1
Steven Papageorge Hair Academy,Chicago,IL,60657,41.939685,-87.657152,3,11.0,3,0.0,53.0,3
Northwestern University,Evanston,IL,60208,42.050356,-87.679858,3,13.0,1,0.0,8451.0,2
McCormick Theological Seminary,Chicago,IL,60615,41.79597,-87.598511,3,11.0,1,0.0,,2
McHenry County College,Crystal Lake,IL,60012-2761,42.259111,-88.368956,3,41.0,2,0.0,4500.0,1
Knox College,Galesburg,IL,61401-9999,40.943064,-90.373165,3,32.0,1,0.0,1318.0,2
Meadville Lombard Theological School,Chicago,IL,60605,41.874027,-87.624619,3,11.0,1,0.0,,2
Educators of Beauty College of Cosmetology-Peru,PERU,IL,61354-1450,41.354338,-89.118454,3,32.0,3,0.0,46.0,3
University of Illinois at Urbana-Champaign,Champaign,IL,61820-5711,40.104718,-88.229114,3,13.0,1,0.0,32974.0,1
Lake Forest College,Lake Forest,IL,60045-2399,42.249574,-87.827454,3,21.0,1,0.0,1466.0,2
Indiana University-Bloomington,Bloomington,IN,47405-7000,39.16609,-86.526559,3,13.0,1,0.0,32991.0,1
Des Moines Area Community College,Ankeny,IA,50023-3993,41.707348,-93.611597,4,21.0,2,0.0,11901.0,1
Divine Word College,Epworth,IA,52045,42.441721,-90.934578,4,42.0,1,0.0,56.0,2
Iowa Central Community College,Fort Dodge,IA,50501,42.490067,-94.20299,4,33.0,2,0.0,3270.0,1
Wartburg College,Waverly,IA,50677-0903,42.7277,-92.483387,4,32.0,1,0.0,1468.0,2
Colby Community College,Colby,KS,67701,39.377601,-101.052744,4,33.0,2,0.0,886.0,1
Iowa School of Beauty-Des Moines,Des Moines,IA,50322-3203,41.624684,-93.711628,4,21.0,2,0.0,47.0,3
Northwestern College,Orange City,IA,51041,42.999007,-96.058772,4,32.0,1,0.0,1006.0,2
Donnelly College,Kansas City,KS,66102,39.112256,-94.650677,4,12.0,1,0.0,304.0,2
Iowa Wesleyan University,Mount Pleasant,IA,52641,40.973791,-91.552459,4,33.0,1,0.0,594.0,2
Fort Hays State University,Hays,KS,67601-4099,38.872156,-99.342503,4,33.0,1,0.0,12456.0,1
Garden City Community College,Garden City,KS,67846-6333,37.970151,-100.848082,4,33.0,2,0.0,1485.0,1
Luther College,Decorah,IA,52101-1045,43.312304,-91.802809,4,33.0,1,0.0,1974.0,2
Bethany College,Lindsborg,KS,67456-1897,38.580598,-97.67367,4,33.0,1,0.0,781.0,2
Maharishi University of Management,Fairfield,IA,52557,41.017781,-91.967306,4,33.0,1,0.0,255.0,2
Ottawa University-Ottawa,Ottawa,KS,66067-3399,38.603173,-95.264187,4,32.0,1,0.0,706.0,2
Independence Community College,Independence,KS,67301-0708,37.195614,-95.720518,4,33.0,2,0.0,565.0,1
American National University-Lexington,Lexington,KY,40509,38.026996,-84.421099,5,11.0,1,0.0,298.0,3
Clear Creek Baptist Bible College,Pineville,KY,40977-9752,36.725236,-83.727702,5,42.0,1,0.0,110.0,2
Sterling College,Sterling,KS,67579,38.219937,-98.208644,4,42.0,1,0.0,568.0,2
Galen College of Nursing-Louisville,Louisville,KY,40207,38.277005,-85.695972,5,11.0,1,0.0,1954.0,3
University of the Cumberlands,Williamsburg,KY,40769,36.737048,-84.161646,5,33.0,1,0.0,2408.0,2
Lexington Theological Seminary,Lexington,KY,40503,37.996332,-84.526079,5,11.0,1,0.0,,2
Madisonville Community College,Madisonville,KY,42431,37.362661,-87.512137,5,41.0,2,0.0,1888.0,1
ITI Technical College,Baton Rouge,LA,70817,30.369764,-91.030485,5,21.0,2,0.0,663.0,3
Bossier Parish Community College,Bossier City,LA,71111-6922,32.539551,-93.646881,5,13.0,2,0.0,5986.0,1
Spalding University,Louisville,KY,40203-2188,38.242407,-85.757725,5,11.0,1,0.0,955.0,2
Centenary College of Louisiana,Shreveport,LA,71104,32.483335,-93.730834,5,12.0,1,0.0,544.0,2
Murray State University,Murray,KY,42071-3318,36.612419,-88.323629,5,33.0,1,0.0,6830.0,1
Louisiana State University and Agricultural & Mechanical College,Baton Rouge,LA,70803-2750,30.414986,-91.178921,5,12.0,1,0.0,23468.0,1
Northern Kentucky University,Highland Heights,KY,41099,39.029714,-84.463483,5,21.0,1,0.0,10201.0,1
Denham Springs Beauty School,Denham Springs,LA,70726,30.484636,-90.944774,5,21.0,3,0.0,77.0,3
Louisiana Tech University,Ruston,LA,71272,32.528297,-92.649963,5,32.0,1,0.0,8192.0,1
University of Maine at Augusta,Augusta,ME,04330-9410,44.337746,-69.796396,1,32.0,1,0.0,3230.0,1
McNeese State University,Lake Charles,LA,70605,30.178187,-93.217222,5,13.0,1,0.0,6022.0,1
University of Maine at Machias,Machias,ME,04654-1397,44.708803,-67.458025,1,43.0,1,0.0,480.0,1
Xavier University of Louisiana,New Orleans,LA,70125-1098,29.964162,-90.107307,5,11.0,1,0.0,2437.0,2
Fletcher Technical Community College,Schriever,LA,70395,29.690884,-90.811707,5,41.0,2,0.0,1825.0,1
Remington College-Lafayette Campus,Lafayette,LA,70508,30.16862,-92.023767,5,12.0,2,0.0,368.0,2
Stevensons Academy of Hair Design,New Orleans,LA,70114,29.948438,-90.052219,5,11.0,3,0.0,20.0,3
Northern Maine Community College,Presque Isle,ME,04769-2016,46.694668,-68.034796,1,33.0,2,0.0,585.0,1
Southern University and A & M College,Baton Rouge,LA,70813,30.524558,-91.190105,5,12.0,1,0.0,5612.0,1
Central Maine Community College,Auburn,ME,04210-6498,44.134346,-70.235498,1,41.0,2,0.0,2178.0,1
Franciscan Missionaries of Our Lady University,Baton Rouge,LA,70808,30.401379,-91.110587,5,12.0,1,0.0,1049.0,2
Fortis Institute-Towson,Towson,MD,21204-9840,39.403271,-76.604593,2,13.0,3,0.0,359.0,3
Bowie State University,Bowie,MD,20715-9465,39.018185,-76.759721,2,21.0,1,0.0,5197.0,1
Capitol Technology University,Laurel,MD,20708,39.046673,-76.850231,2,21.0,1,0.0,427.0,2
Cecil College,North East,MD,21901-1900,39.642225,-75.955949,2,41.0,2,0.0,2045.0,1
American International College,Springfield,MA,01109,42.112346,-72.558338,1,12.0,1,0.0,1307.0,2
Hair Academy Inc-New Carrollton,New Carrollton,MD,20784,38.956205,-76.869467,2,21.0,3,0.0,379.0,3
Andover Newton Theological School,Lexington,MA,02421,41.323386,-72.92138,1,12.0,1,0.0,,2
Prince George's Community College,Largo,MD,20774-2199,38.888689,-76.824623,2,21.0,2,0.0,10173.0,1
North American Trade Schools,Baltimore,MD,21244,39.309556,-76.749455,2,21.0,3,0.0,453.0,3
Robert Paul Academy of Cosmetology Arts & Sciences,Timonium,MD,21093,39.4448,-76.624983,2,21.0,3,0.0,34.0,3
University of Maryland Global Campus,Adelphi,MD,20783-8010,38.912706,-76.847584,2,21.0,1,0.0,44071.0,1
Salisbury University,Salisbury,MD,21801-6862,38.34648,-75.604815,2,23.0,1,0.0,7444.0,1
Lasell University,Newton,MA,02466,42.342148,-71.24347,1,13.0,1,0.0,1650.0,2
Lawrence Memorial Hospital School of Nursing,Medford,MA,02155,42.42581,-71.110958,1,21.0,2,0.0,281.0,2
Cambridge College,Boston,MA,02129,42.381091,-71.072646,1,11.0,1,0.0,690.0,2
Boston Baptist College,Boston,MA,02136-4030,42.254037,-71.1103,1,11.0,1,0.0,56.0,2
Cape Cod Community College,West Barnstable,MA,02668-1599,41.691911,-70.337334,1,13.0,2,0.0,2544.0,1
Bay State College,Boston,MA,02116,42.35176,-71.076991,1,11.0,1,0.0,684.0,3
Greenfield Community College,Greenfield,MA,01301-9739,42.599512,-72.630977,1,32.0,2,0.0,1528.0,1
Vermont Technical College,Randolph,VT,05061,43.939623,-72.604498,1,43.0,1,0.0,1350.0,1
Victoria Beauty College Inc,Victoria,TX,77901-6233,28.807928,-96.990854,6,13.0,3,0.0,93.0,3
Davis Technical College,Kaysville,UT,84037-2699,41.028956,-111.925227,7,21.0,3,0.0,2050.0,1
Evans Hairstyling College-St George,Saint George,UT,84770,37.108487,-113.56287,7,13.0,2,0.0,61.0,3
LDS Business College,Salt Lake City,UT,84101-3500,40.77113,-111.9002,7,12.0,2,0.0,1996.0,2
Weber State University,Ogden,UT,84408-1031,41.192591,-111.944845,7,13.0,1,0.0,17225.0,1
Champlain College,Burlington,VT,05401,44.473287,-73.202746,1,13.0,1,0.0,3686.0,2
Green Mountain College,Poultney,VT,05764-1199,43.517785,-73.241862,1,42.0,1,0.0,425.0,2
Hollins University,Roanoke,VA,24020,37.354201,-79.943277,5,22.0,1,0.0,666.0,2
Southwest Virginia Community College,Cedar Bluff,VA,24609,37.006196,-81.796682,5,41.0,2,0.0,1629.0,1
